source,target,value,year,level
User interface,Casual,1,2014,2
Analytics,Probabilistic logic,1,2014,2
User interface,Process (computing),1,2014,2
Workflow,Formative assessment,1,2014,2
Usability,User interface,1,2014,2
Workflow,Domain (mathematical analysis),1,2014,2
Workflow,Casual,1,2014,2
Competition (biology),Visualization,1,2014,2
Animation,Macro,1,2014,2
Usability,Social media,1,2014,2
Animation,Focus (optics),1,2014,2
Animation,Graph,1,2014,2
Traffic analysis,Visualization,1,2014,2
Usability,Sentiment analysis,1,2014,2
Usability,Opinion leadership,1,2014,2
Traffic analysis,Macro,1,2014,2
Traffic analysis,Focus (optics),1,2014,2
Traffic analysis,Graph,1,2014,2
Traffic analysis,Animation,1,2014,2
Traffic congestion,Visualization,1,2014,2
Traffic congestion,Macro,1,2014,2
Traffic congestion,Focus (optics),1,2014,2
Graph,Focus (optics),1,2014,2
Process (computing),Competition (biology),1,2014,2
Analytics,Competition (biology),1,2014,2
Usability,Process (computing),1,2014,2
Workflow,User interface,1,2014,2
Usability,Cyberinfrastructure,1,2014,2
Database transaction,Set (abstract data type),1,2014,2
Usability,Formative assessment,1,2014,2
Usability,Domain (mathematical analysis),1,2014,2
Usability,Casual,1,2014,2
Casual,Cyberinfrastructure,1,2014,2
Social media,Competition (biology),1,2014,2
Usability,Analytics,1,2014,2
Usability,Workflow,1,2014,2
Macro,Visualization,1,2014,2
Focus (optics),Macro,1,2014,2
Graph,Macro,1,2014,2
Social media,Process (computing),1,2014,2
Casual,Formative assessment,1,2014,2
Task (project management),Scope (computer science),1,2014,2
Domain (mathematical analysis),Formative assessment,1,2014,2
Asynchronous communication,Modeling and simulation,1,2014,2
Pipeline transport,Visualization,1,2014,2
Service (business),Visualization,1,2014,2
Service (business),Set (abstract data type),1,2014,2
Pipeline transport,Suite,1,2014,2
Service (business),Process (computing),1,2014,2
Analytics,Service (business),1,2014,2
Analytics,Component (thermodynamics),1,2014,2
Traffic congestion,Graph,1,2014,2
Analytics,Suite,1,2014,2
Public transport,Focus (optics),1,2014,2
Component (thermodynamics),Pipeline (software),1,2014,2
Flow network,Visualization,1,2014,2
Flow network,Focus (optics),1,2014,2
Flow network,Public transport,1,2014,2
Construct (python library),Focus (optics),1,2014,2
Construct (python library),Public transport,1,2014,2
Construct (python library),Flow network,1,2014,2
Asynchronous communication,Fidelity,1,2014,2
Pipeline transport,Pipeline (software),1,2014,2
Domain (mathematical analysis),Cyberinfrastructure,1,2014,2
Asynchronous communication,Pipeline transport,1,2014,2
Modeling and simulation,Analytics,1,2014,2
Modeling and simulation,Pipeline transport,1,2014,2
Fidelity,Suite,1,2014,2
Fidelity,Pipeline (software),1,2014,2
Fidelity,Component (thermodynamics),1,2014,2
Fidelity,Analytics,1,2014,2
Modeling and simulation,Visualization,1,2014,2
Fidelity,Pipeline transport,1,2014,2
Modeling and simulation,Suite,1,2014,2
Fidelity,Modeling and simulation,1,2014,2
Asynchronous communication,Suite,1,2014,2
Asynchronous communication,Visualization,1,2014,2
Asynchronous communication,Pipeline (software),1,2014,2
Asynchronous communication,Component (thermodynamics),1,2014,2
Asynchronous communication,Analytics,1,2014,2
Pipeline transport,Analytics,1,2014,2
Pipeline transport,Component (thermodynamics),1,2014,2
Multidimensional scaling,Set (abstract data type),1,2014,2
Visualization,Multidimensional scaling,1,2014,2
Cluster analysis,Multidimensional scaling,1,2014,2
Spinel,Visualization,1,2014,2
Data modeling,Measure (data warehouse),1,2014,2
Process (computing),Measure (data warehouse),1,2014,2
Scope (computer science),Domain (mathematical analysis),1,2014,2
Scope (computer science),Measure (data warehouse),1,2014,2
Task (project management),Domain (mathematical analysis),1,2014,2
Task (project management),Measure (data warehouse),1,2014,2
Search engine,Cloud computing,1,2014,2
Search engine,Domain (mathematical analysis),1,2014,2
Search engine,Visualization,1,2014,2
Modeling and simulation,Component (thermodynamics),1,2014,2
Cluster analysis,Domain (mathematical analysis),1,2014,2
Cluster analysis,Measure (data warehouse),1,2014,2
Cluster analysis,Data modeling,1,2014,2
Cluster analysis,Scope (computer science),1,2014,2
Formative assessment,Cyberinfrastructure,1,2014,2
Visualization,Cyberinfrastructure,1,2014,2
Visualization,Formative assessment,1,2014,2
Analytics,Cloud computing,1,2014,2
Measure (data warehouse),Domain (mathematical analysis),1,2014,2
Measure (data warehouse),Visualization,1,2014,2
Loyalty,Analytics,1,2014,2
Spinel,Workflow,1,2014,2
Tectonics,Visualization,1,2014,2
Component (thermodynamics),Visualization,1,2014,2
Tectonics,Workflow,1,2014,2
Component (thermodynamics),Suite,1,2014,2
Tectonics,Spinel,1,2014,2
Pipeline (software),Suite,1,2014,2
Loyalty,Search engine,1,2014,2
Sorting,Scale (ratio),1,2014,2
Loyalty,Cloud computing,1,2014,2
Loyalty,Domain (mathematical analysis),1,2014,2
Annotation,Visualization,1,2014,2
Loyalty,Visualization,1,2014,2
Systems biology,Visualization,1,2014,2
Systems biology,Annotation,1,2014,2
Analytics,Search engine,1,2014,2
Public transport,Visualization,1,2014,2
Relevance (law),Analytics,1,2014,2
Traffic congestion,Animation,1,2014,2
Learning analytics,Visualization,1,2014,2
User interface,Context (archaeology),1,2014,2
Variety (cybernetics),MATLAB,1,2014,2
Variety (cybernetics),Black box,1,2014,2
Variety (cybernetics),Context (archaeology),1,2014,2
Software,Visualization,1,2014,2
Software,MATLAB,1,2014,2
Software,Black box,1,2014,2
Software,Context (archaeology),1,2014,2
Software,User interface,1,2014,2
Software,Variety (cybernetics),1,2014,2
Implementation,MATLAB,1,2014,2
Implementation,Black box,1,2014,2
Implementation,Context (archaeology),1,2014,2
Implementation,Variety (cybernetics),1,2014,2
Implementation,Software,1,2014,2
Computation,MATLAB,1,2014,2
Computation,Black box,1,2014,2
Computation,Context (archaeology),1,2014,2
Computation,User interface,1,2014,2
Computation,Variety (cybernetics),1,2014,2
Computation,Software,1,2014,2
User interface,Black box,1,2014,2
User interface,MATLAB,1,2014,2
Context (archaeology),Black box,1,2014,2
Class (philosophy),Feature (linguistics),1,2014,2
Feature (linguistics),Abstraction,1,2014,2
Feature (linguistics),Outlier,1,2014,2
Contrast (vision),Pattern recognition (psychology),1,2014,2
Contrast (vision),Abstraction,1,2014,2
Contrast (vision),Outlier,1,2014,2
Contrast (vision),Feature (linguistics),1,2014,2
Class (philosophy),Point (geometry),1,2014,2
Class (philosophy),Abstraction,1,2014,2
Class (philosophy),Outlier,1,2014,2
Class (philosophy),Contrast (vision),1,2014,2
Context (archaeology),MATLAB,1,2014,2
Data set,Object (grammar),1,2014,2
Population,Object (grammar),1,2014,2
Population,Data set,1,2014,2
Cluster analysis,Object (grammar),1,2014,2
Cluster analysis,Data set,1,2014,2
Cluster analysis,Population,1,2014,2
MATLAB,Visualization,1,2014,2
Black box,Visualization,1,2014,2
Black box,MATLAB,1,2014,2
Computation,Implementation,1,2014,2
Learning analytics,Process (computing),1,2014,2
Traffic congestion,Traffic analysis,1,2014,2
Learning analytics,Analytics,1,2014,2
Sensemaking,Task (project management),1,2014,2
Domain (mathematical analysis),Feature selection,1,2014,2
Data modeling,Feature selection,1,2014,2
Process (computing),Feature selection,1,2014,2
Predictive analytics,Feature selection,1,2014,2
Predictive analytics,Domain (mathematical analysis),1,2014,2
Predictive analytics,Process (computing),1,2014,2
Predictive modelling,Feature selection,1,2014,2
Predictive modelling,Domain (mathematical analysis),1,2014,2
Predictive modelling,Process (computing),1,2014,2
Analytics,Feature selection,1,2014,2
Selection (genetic algorithm),Feature selection,1,2014,2
Selection (genetic algorithm),Domain (mathematical analysis),1,2014,2
Selection (genetic algorithm),Data modeling,1,2014,2
Selection (genetic algorithm),Process (computing),1,2014,2
Selection (genetic algorithm),Predictive analytics,1,2014,2
Selection (genetic algorithm),Predictive modelling,1,2014,2
Selection (genetic algorithm),Analytics,1,2014,2
Feature (linguistics),Feature selection,1,2014,2
Feature (linguistics),Data modeling,1,2014,2
Feature (linguistics),Predictive analytics,1,2014,2
Sensemaking,Information sharing,1,2014,2
Sensemaking,Baseline (sea),1,2014,2
Sensemaking,Set (abstract data type),1,2014,2
Baseline (sea),Analytics,1,2014,2
Task (project management),Learning analytics,1,2014,2
Collaborative software,Work (physics),1,2014,2
Set (abstract data type),Work (physics),1,2014,2
Set (abstract data type),Collaborative software,1,2014,2
Analytics,Work (physics),1,2014,2
Analytics,Collaborative software,1,2014,2
Baseline (sea),Work (physics),1,2014,2
Baseline (sea),Collaborative software,1,2014,2
Baseline (sea),Set (abstract data type),1,2014,2
Information sharing,Work (physics),1,2014,2
Sensemaking,Collaborative software,1,2014,2
Information sharing,Collaborative software,1,2014,2
Information sharing,Set (abstract data type),1,2014,2
Information sharing,Analytics,1,2014,2
Information sharing,Baseline (sea),1,2014,2
Task (project management),Work (physics),1,2014,2
Task (project management),Collaborative software,1,2014,2
Task (project management),Baseline (sea),1,2014,2
Task (project management),Information sharing,1,2014,2
Sensemaking,Work (physics),1,2014,2
Feature (linguistics),Pattern recognition (psychology),1,2014,2
Outlier,Abstraction,1,2014,2
Outlier,Point (geometry),1,2014,2
Outlier,Pattern recognition (psychology),1,2014,2
Domain (mathematical analysis),Leverage (statistics),1,2014,2
USable,Visualization,1,2014,2
USable,Leverage (statistics),1,2014,2
USable,Domain (mathematical analysis),1,2014,2
Analytics,Leverage (statistics),1,2014,2
Analytics,USable,1,2014,2
Relevance (law),Visualization,1,2014,2
Relevance (law),Leverage (statistics),1,2014,2
Relevance (law),Domain (mathematical analysis),1,2014,2
Relevance (law),USable,1,2014,2
Crowdsourcing,Visualization,1,2014,2
Crowdsourcing,Leverage (statistics),1,2014,2
Crowdsourcing,Domain (mathematical analysis),1,2014,2
Crowdsourcing,USable,1,2014,2
Crowdsourcing,Analytics,1,2014,2
Crowdsourcing,Relevance (law),1,2014,2
Interactivity,Visualization,1,2014,2
Interactivity,Leverage (statistics),1,2014,2
Interactivity,Domain (mathematical analysis),1,2014,2
Interactivity,USable,1,2014,2
Interactivity,Analytics,1,2014,2
Context (archaeology),Segmentation,1,2014,2
Segmentation,Focus (optics),1,2014,2
Visualization,Focus (optics),1,2014,2
Notice,Process (computing),1,2014,2
Trajectory,Macro,1,2014,2
Trajectory,Focus (optics),1,2014,2
Trajectory,Graph,1,2014,2
Trajectory,Animation,1,2014,2
Trajectory,Traffic analysis,1,2014,2
Trajectory,Traffic congestion,1,2014,2
Visual search,Process (computing),1,2014,2
Construct (python library),Visual search,1,2014,2
Notice,Visualization,1,2014,2
Notice,Visual search,1,2014,2
Analytics,Scalability,1,2014,2
Notice,Construct (python library),1,2014,2
Sequence (biology),Visualization,1,2014,2
Sequence (biology),Data type,1,2014,2
Event (particle physics),Data type,1,2014,2
Event (particle physics),Sequence (biology),1,2014,2
Scalability,Data type,1,2014,2
Scalability,Sequence (biology),1,2014,2
Analytics,Data type,1,2014,2
Analytics,Sequence (biology),1,2014,2
Interactivity,Relevance (law),1,2014,2
Interactivity,Crowdsourcing,1,2014,2
Sensemaking,Visualization,1,2014,2
Class (philosophy),Statistical classification,1,2014,2
Benchmarking,Visualization,1,2014,2
Benchmarking,False positive paradox,1,2014,2
Benchmarking,Set (abstract data type),1,2014,2
Benchmarking,Probabilistic logic,1,2014,2
Benchmarking,Pattern recognition (psychology),1,2014,2
Benchmarking,Statistical classification,1,2014,2
Class (philosophy),False positive paradox,1,2014,2
Class (philosophy),Set (abstract data type),1,2014,2
Class (philosophy),Probabilistic logic,1,2014,2
Class (philosophy),Benchmarking,1,2014,2
Statistical classification,Probabilistic logic,1,2014,2
Visualization,Geometric primitive,1,2014,2
Cluster analysis,Geometric primitive,1,2014,2
Computational geometry,Geometric primitive,1,2014,2
Computational geometry,Visualization,1,2014,2
Computational geometry,Cluster analysis,1,2014,2
Point (geometry),Pattern recognition (psychology),1,2014,2
Abstraction,Pattern recognition (psychology),1,2014,2
Abstraction,Point (geometry),1,2014,2
Outlier,Visualization,1,2014,2
Statistical classification,Pattern recognition (psychology),1,2014,2
Statistical classification,Set (abstract data type),1,2014,2
Sensemaking,Leverage (statistics),1,2014,2
User experience design,Analytics,1,2014,2
Sensemaking,Domain (mathematical analysis),1,2014,2
Sensemaking,USable,1,2014,2
Sensemaking,Relevance (law),1,2014,2
Sensemaking,Crowdsourcing,1,2014,2
Sensemaking,Interactivity,1,2014,2
User experience design,Visualization,1,2014,2
User experience design,Leverage (statistics),1,2014,2
User experience design,Domain (mathematical analysis),1,2014,2
User experience design,USable,1,2014,2
User experience design,Relevance (law),1,2014,2
Statistical classification,False positive paradox,1,2014,2
User experience design,Crowdsourcing,1,2014,2
User experience design,Interactivity,1,2014,2
User experience design,Sensemaking,1,2014,2
False positive paradox,Visualization,1,2014,2
Set (abstract data type),False positive paradox,1,2014,2
Probabilistic logic,False positive paradox,1,2014,2
Pattern recognition (psychology),False positive paradox,1,2014,2
Pattern recognition (psychology),Probabilistic logic,1,2014,2
Statistical classification,Visualization,1,2014,2
Social media,Opinion leadership,1,2014,2
Task (project management),Sorting,1,2014,2
Sentiment analysis,Opinion leadership,1,2014,2
The Internet,Visualization,1,2014,2
Water resources,Quality (philosophy),1,2014,2
Water resources,Water quality,1,2014,2
Logging,Visualization,1,2014,2
Focus (optics),Logging,1,2014,2
Event (particle physics),Logging,1,2014,2
Event (particle physics),Focus (optics),1,2014,2
Big data,Visualization,1,2014,2
Big data,Logging,1,2014,2
Big data,Focus (optics),1,2014,2
Big data,Event (particle physics),1,2014,2
The Internet,Logging,1,2014,2
Trajectory,Sketch,1,2014,2
The Internet,Focus (optics),1,2014,2
The Internet,Event (particle physics),1,2014,2
The Internet,Big data,1,2014,2
Scale (ratio),Logging,1,2014,2
Scale (ratio),Focus (optics),1,2014,2
Scale (ratio),The Internet,1,2014,2
Traffic flow (computer networking),Hash function,1,2014,2
Sketch,Hash function,1,2014,2
Sketch,Traffic flow (computer networking),1,2014,2
Trajectory,Hash function,1,2014,2
Water resources,Industrialisation,1,2014,2
Water resources,Agriculture,1,2014,2
Water resources,Visualization,1,2014,2
Water quality,Quality (philosophy),1,2014,2
Level of detail,Point cloud,1,2014,2
Level of detail,Polygon mesh,1,2014,2
Level of detail,Focus (optics),1,2014,2
Level of detail,Point (geometry),1,2014,2
Analytics,Smoothness,1,2014,2
Cluster analysis,Smoothness,1,2014,2
Cluster analysis,Analytics,1,2014,2
Boundary (topology),Smoothness,1,2014,2
Boundary (topology),Analytics,1,2014,2
Boundary (topology),Cluster analysis,1,2014,2
Visualization,Time series,1,2014,2
Scalability,Time series,1,2014,2
Agriculture,Visualization,1,2014,2
Industrialisation,Visualization,1,2014,2
Industrialisation,Agriculture,1,2014,2
Quality (philosophy),Visualization,1,2014,2
Quality (philosophy),Agriculture,1,2014,2
Quality (philosophy),Industrialisation,1,2014,2
Water quality,Visualization,1,2014,2
Water quality,Agriculture,1,2014,2
Water quality,Industrialisation,1,2014,2
Trajectory,Traffic flow (computer networking),1,2014,2
Global Positioning System,Hash function,1,2014,2
Point (geometry),Polygon mesh,1,2014,2
Raw data,Pixel,1,2014,2
Weaving,Point (geometry),1,2014,2
Weaving,Pixel,1,2014,2
Weaving,Process (computing),1,2014,2
Scope (computer science),Set (abstract data type),1,2014,2
Scope (computer science),Point (geometry),1,2014,2
Scope (computer science),Pixel,1,2014,2
Scope (computer science),Weaving,1,2014,2
Raw data,Visualization,1,2014,2
Raw data,Set (abstract data type),1,2014,2
Raw data,Point (geometry),1,2014,2
Raw data,Process (computing),1,2014,2
Global Positioning System,Traffic flow (computer networking),1,2014,2
Raw data,Weaving,1,2014,2
Raw data,Scope (computer science),1,2014,2
Data analysis,Visualization,1,2014,2
Data analysis,Task (project management),1,2014,2
Analytics,Task (project management),1,2014,2
Analytics,Data analysis,1,2014,2
Positron emission tomography,Visualization,1,2014,2
Voxel,Visualization,1,2014,2
Voxel,Positron emission tomography,1,2014,2
Medical imaging,Positron emission tomography,1,2014,2
Weaving,Set (abstract data type),1,2014,2
Weaving,Visualization,1,2014,2
Process (computing),Pixel,1,2014,2
Pixel,Point (geometry),1,2014,2
Global Positioning System,Sketch,1,2014,2
Global Positioning System,Trajectory,1,2014,2
Domain (mathematical analysis),Hash function,1,2014,2
Domain (mathematical analysis),Traffic flow (computer networking),1,2014,2
Domain (mathematical analysis),Sketch,1,2014,2
Domain (mathematical analysis),Trajectory,1,2014,2
Domain (mathematical analysis),Global Positioning System,1,2014,2
Amino acid,Set (abstract data type),1,2014,2
Amino acid,Visualization,1,2014,2
Directed acyclic graph,Set (abstract data type),1,2014,2
Directed acyclic graph,Visualization,1,2014,2
Directed acyclic graph,Amino acid,1,2014,2
Categorical variable,Visualization,1,2014,2
Categorical variable,Data type,1,2014,2
Variety (cybernetics),Data type,1,2014,2
Variety (cybernetics),Categorical variable,1,2014,2
Anomaly detection,Data type,1,2014,2
Anomaly detection,Categorical variable,1,2014,2
Anomaly detection,Variety (cybernetics),1,2014,2
Pixel,Visualization,1,2014,2
Pixel,Set (abstract data type),1,2014,2
Level of detail,Visualization,1,2014,2
Point (geometry),Point cloud,1,2014,2
Modality (human–computer interaction),Visualization,1,2014,2
Variety (cybernetics),Predictive analytics,1,2014,2
Key (lock),Data modeling,1,2014,2
Predictive analytics,Parsing,1,2014,2
Predictive analytics,Key (lock),1,2014,2
Big data,Parsing,1,2014,2
Big data,Data modeling,1,2014,2
Big data,Key (lock),1,2014,2
Big data,Predictive analytics,1,2014,2
Variety (cybernetics),Parsing,1,2014,2
Variety (cybernetics),Data modeling,1,2014,2
Variety (cybernetics),Key (lock),1,2014,2
Variety (cybernetics),Big data,1,2014,2
Social media,Predictive analytics,1,2014,2
Predictive modelling,Parsing,1,2014,2
Predictive modelling,Key (lock),1,2014,2
Predictive modelling,Big data,1,2014,2
Predictive modelling,Variety (cybernetics),1,2014,2
Analytics,Parsing,1,2014,2
Analytics,Key (lock),1,2014,2
Analytics,Big data,1,2014,2
Analytics,Variety (cybernetics),1,2014,2
Social media,Parsing,1,2014,2
Social media,Data modeling,1,2014,2
Key (lock),Parsing,1,2014,2
Data modeling,Parsing,1,2014,2
Social media,Emotion classification,1,2014,2
Social media,Boredom,1,2014,2
Style (visual arts),Visualization,1,2014,2
Style (visual arts),Emotional expression,1,2014,2
Timeline,Emotional expression,1,2014,2
Timeline,Style (visual arts),1,2014,2
Boredom,Visualization,1,2014,2
Boredom,Emotional expression,1,2014,2
Boredom,Style (visual arts),1,2014,2
Boredom,Timeline,1,2014,2
Sentiment analysis,Emotional expression,1,2014,2
Sentiment analysis,Style (visual arts),1,2014,2
Sentiment analysis,Timeline,1,2014,2
Sentiment analysis,Boredom,1,2014,2
Emotion classification,Visualization,1,2014,2
Emotion classification,Emotional expression,1,2014,2
Emotion classification,Style (visual arts),1,2014,2
Emotion classification,Timeline,1,2014,2
Emotion classification,Boredom,1,2014,2
Emotion classification,Sentiment analysis,1,2014,2
Social media,Emotional expression,1,2014,2
Social media,Style (visual arts),1,2014,2
Social media,Timeline,1,2014,2
Social media,Key (lock),1,2014,2
Social media,Big data,1,2014,2
Focus (optics),Polygon mesh,1,2014,2
Semantic data model,Focus (optics),1,2014,2
Statistical model,Scale (ratio),1,2014,2
Metadata,Topic model,1,2014,2
Metadata,Probabilistic logic,1,2014,2
Metadata,Abstraction,1,2014,2
Metadata,Word (group theory),1,2014,2
Metadata,Scale (ratio),1,2014,2
Metadata,Statistical model,1,2014,2
Focus (optics),Pipeline (software),1,2014,2
Semantic data model,Visualization,1,2014,2
Semantic data model,Pipeline (software),1,2014,2
Scalability,Pipeline (software),1,2014,2
Social media,Variety (cybernetics),1,2014,2
Scalability,Focus (optics),1,2014,2
Scalability,Semantic data model,1,2014,2
Spatialization,Visualization,1,2014,2
Spatialization,Pipeline (software),1,2014,2
Spatialization,Focus (optics),1,2014,2
Spatialization,Semantic data model,1,2014,2
Spatialization,Scalability,1,2014,2
Point cloud,Visualization,1,2014,2
Polygon mesh,Point cloud,1,2014,2
Focus (optics),Point cloud,1,2014,2
Statistical model,Word (group theory),1,2014,2
Statistical model,Abstraction,1,2014,2
Statistical model,Probabilistic logic,1,2014,2
Statistical model,Topic model,1,2014,2
Social media,Predictive modelling,1,2014,2
Task (project management),Parsing,1,2014,2
Task (project management),Predictive analytics,1,2014,2
Task (project management),Big data,1,2014,2
Task (project management),Variety (cybernetics),1,2014,2
Task (project management),Predictive modelling,1,2014,2
Task (project management),Social media,1,2014,2
Analytics,Graph,1,2014,2
Matching (statistics),Visualization,1,2014,2
Matching (statistics),Graph,1,2014,2
Matching (statistics),Analytics,1,2014,2
Topic model,Visualization,1,2014,2
Abstraction,Topic model,1,2014,2
Abstraction,Probabilistic logic,1,2014,2
Word (group theory),Topic model,1,2014,2
Word (group theory),Probabilistic logic,1,2014,2
Word (group theory),Abstraction,1,2014,2
Scale (ratio),Topic model,1,2014,2
Scale (ratio),Probabilistic logic,1,2014,2
Scale (ratio),Abstraction,1,2014,2
Statistical model,Visualization,1,2014,2
Medical imaging,Voxel,1,2014,2
Modality (human–computer interaction),Positron emission tomography,1,2014,2
Visualization,Opinion leadership,1,2014,2
Context (archaeology),Pattern recognition (psychology),1,2014,2
Correlation,Perception,1,2014,2
Ranking (information retrieval),Leverage (statistics),1,2014,2
Ranking (information retrieval),Correlation,1,2014,2
Perception,Pattern recognition (psychology),1,2014,2
Kernel (algebra),Visualization,1,2014,2
Kernel (algebra),Pattern recognition (psychology),1,2014,2
Kernel (algebra),Perception,1,2014,2
Encoding (memory),Pattern recognition (psychology),1,2014,2
Encoding (memory),Perception,1,2014,2
Encoding (memory),Kernel (algebra),1,2014,2
Context (archaeology),Kernel (algebra),1,2014,2
Timeline,Set (abstract data type),1,2014,2
Context (archaeology),Encoding (memory),1,2014,2
Pairwise comparison,Visualization,1,2014,2
Pairwise comparison,Pattern recognition (psychology),1,2014,2
Pairwise comparison,Perception,1,2014,2
Pairwise comparison,Kernel (algebra),1,2014,2
Pairwise comparison,Encoding (memory),1,2014,2
Pairwise comparison,Context (archaeology),1,2014,2
Plan (archaeology),Visualization,1,2014,2
Plan (archaeology),Domain (mathematical analysis),1,2014,2
Plan (archaeology),Set (abstract data type),1,2014,2
Correlation,Leverage (statistics),1,2014,2
Correlation,Visualization,1,2014,2
Perception,Leverage (statistics),1,2014,2
Relation (database),Contrast (vision),1,2014,2
Sensory cue,Perception,1,2014,2
Sensory cue,Hierarchy,1,2014,2
Sensory cue,Visualization,1,2014,2
Visualization,Literacy,1,2014,2
Bar chart,Literacy,1,2014,2
Scalability,Literacy,1,2014,2
Scalability,Bar chart,1,2014,2
Response time,Visualization,1,2014,2
Response time,Focus (optics),1,2014,2
Response time,Point (geometry),1,2014,2
Visual search,Focus (optics),1,2014,2
Visual search,Point (geometry),1,2014,2
Visual search,Response time,1,2014,2
Contrast (vision),Focus (optics),1,2014,2
Contrast (vision),Response time,1,2014,2
Contrast (vision),Visual search,1,2014,2
Relation (database),Visualization,1,2014,2
Relation (database),Focus (optics),1,2014,2
Relation (database),Point (geometry),1,2014,2
Relation (database),Response time,1,2014,2
Relation (database),Visual search,1,2014,2
Timeline,Domain (mathematical analysis),1,2014,2
Timeline,Plan (archaeology),1,2014,2
Hierarchy,Perception,1,2014,2
Anomaly detection,Misinformation,1,2014,2
Resource allocation,Law enforcement,1,2014,2
Resource allocation,Resource (disambiguation),1,2014,2
Resource allocation,Geospatial analysis,1,2014,2
Resource allocation,Context (archaeology),1,2014,2
Resource allocation,Predictive analytics,1,2014,2
Resource allocation,Analytics,1,2014,2
Misinformation,Visualization,1,2014,2
Misinformation,Domain (mathematical analysis),1,2014,2
Set (abstract data type),Misinformation,1,2014,2
Anomaly detection,Domain (mathematical analysis),1,2014,2
Anomaly detection,Set (abstract data type),1,2014,2
Tree traversal,Visualization,1,2014,2
Social media,Domain (mathematical analysis),1,2014,2
Social media,Misinformation,1,2014,2
Social media,Set (abstract data type),1,2014,2
Social media,Anomaly detection,1,2014,2
Crowd psychology,Visualization,1,2014,2
Crowd psychology,Domain (mathematical analysis),1,2014,2
Crowd psychology,Misinformation,1,2014,2
Crowd psychology,Set (abstract data type),1,2014,2
Crowd psychology,Anomaly detection,1,2014,2
Crowd psychology,Social media,1,2014,2
Resource allocation,Software deployment,1,2014,2
Analytics,Context (archaeology),1,2014,2
Analytics,Geospatial analysis,1,2014,2
Analytics,Resource (disambiguation),1,2014,2
Tree traversal,Domain (mathematical analysis),1,2014,2
Tree traversal,Set (abstract data type),1,2014,2
Tree traversal,Plan (archaeology),1,2014,2
Tree traversal,Timeline,1,2014,2
Law enforcement,Software deployment,1,2014,2
Resource (disambiguation),Software deployment,1,2014,2
Resource (disambiguation),Law enforcement,1,2014,2
Geospatial analysis,Software deployment,1,2014,2
Geospatial analysis,Law enforcement,1,2014,2
Feature (linguistics),Predictive modelling,1,2014,2
Context (archaeology),Software deployment,1,2014,2
Context (archaeology),Law enforcement,1,2014,2
Context (archaeology),Resource (disambiguation),1,2014,2
Context (archaeology),Geospatial analysis,1,2014,2
Predictive analytics,Software deployment,1,2014,2
Predictive analytics,Law enforcement,1,2014,2
Predictive analytics,Resource (disambiguation),1,2014,2
Predictive analytics,Geospatial analysis,1,2014,2
Predictive analytics,Context (archaeology),1,2014,2
Analytics,Software deployment,1,2014,2
Analytics,Law enforcement,1,2014,2
Visualization,Hierarchy,1,2014,2
Surface (topology),Genus,1,2014,2
Modality (human–computer interaction),Voxel,1,2014,2
Context (archaeology),Classifier (UML),1,2014,2
Magnetic resonance imaging,Visualization,1,2014,2
Magnetic resonance imaging,Positron emission tomography,1,2014,2
Magnetic resonance imaging,Voxel,1,2014,2
Magnetic resonance imaging,Medical imaging,1,2014,2
Magnetic resonance imaging,Modality (human–computer interaction),1,2014,2
Magnetic resonance imaging,Sensor fusion,1,2014,2
Magnetic resonance imaging,Modalities,1,2014,2
Magnetic resonance imaging,Neuroimaging,1,2014,2
Magnetic resonance imaging,Workflow,1,2014,2
Heuristic,Classifier (UML),1,2014,2
Context (archaeology),Heuristic,1,2014,2
Adversary,Task (project management),1,2014,2
Scalability,Classifier (UML),1,2014,2
Scalability,Heuristic,1,2014,2
Scalability,Context (archaeology),1,2014,2
Process (computing),Classifier (UML),1,2014,2
Process (computing),Heuristic,1,2014,2
Process (computing),Context (archaeology),1,2014,2
Relevance (law),Classifier (UML),1,2014,2
Relevance (law),Heuristic,1,2014,2
Relevance (law),Context (archaeology),1,2014,2
Relevance (law),Scalability,1,2014,2
Workflow,Neuroimaging,1,2014,2
Workflow,Modalities,1,2014,2
Workflow,Sensor fusion,1,2014,2
Workflow,Modality (human–computer interaction),1,2014,2
Modality (human–computer interaction),Medical imaging,1,2014,2
Sensor fusion,Visualization,1,2014,2
Sensor fusion,Positron emission tomography,1,2014,2
Sensor fusion,Voxel,1,2014,2
Sensor fusion,Medical imaging,1,2014,2
Sensor fusion,Modality (human–computer interaction),1,2014,2
Modalities,Visualization,1,2014,2
Modalities,Positron emission tomography,1,2014,2
Modalities,Voxel,1,2014,2
Modalities,Medical imaging,1,2014,2
Modalities,Modality (human–computer interaction),1,2014,2
Modalities,Sensor fusion,1,2014,2
Neuroimaging,Visualization,1,2014,2
Neuroimaging,Positron emission tomography,1,2014,2
Neuroimaging,Voxel,1,2014,2
Neuroimaging,Medical imaging,1,2014,2
Neuroimaging,Modality (human–computer interaction),1,2014,2
Neuroimaging,Sensor fusion,1,2014,2
Neuroimaging,Modalities,1,2014,2
Workflow,Positron emission tomography,1,2014,2
Workflow,Voxel,1,2014,2
Relevance (law),Process (computing),1,2014,2
SIGNAL (programming language),Task (project management),1,2014,2
Genus,Visualization,1,2014,2
Visualization,Categorization,1,2014,2
Task (project management),Pipeline (software),1,2014,2
Task (project management),Modular design,1,2014,2
Task (project management),Event (particle physics),1,2014,2
