source,target,value,year,level
Programming language,Human–computer interaction,2,1998,1
Artificial intelligence,Human–computer interaction,2,1998,1
Computer graphics (images),Computational science,2,1998,1
Classical mechanics,Mechanics,1,1998,1
Optics,Computer graphics (images),1,1998,1
Software engineering,Human–computer interaction,1,1998,1
Data mining,Computer vision,1,1998,1
Mathematical analysis,Algorithm,1,1998,1
Parallel computing,Computational science,1,1998,1
Parallel computing,Computer graphics (images),1,1998,1
Computer graphics (images),Acoustics,1,1998,1
Optics,Artificial intelligence,1,1998,1
Data science,Systems engineering,1,1998,1
Geometry,Combinatorics,1,1998,1
Algorithm,Combinatorics,1,1998,1
Optics,Computer vision,1,1998,1
Theoretical computer science,Computer graphics (images),1,1998,1
Computer vision,Human–computer interaction,1,1998,1
Mechanics,Applied mathematics,1,1998,1
Classical mechanics,Applied mathematics,1,1998,1
Data science,Software engineering,1,1998,1
Software engineering,Systems engineering,1,1998,1
Multimedia,World Wide Web,1,1998,1
Algorithm,Applied mathematics,1,1998,1
Anatomy,Artificial intelligence,1,1998,1
Theoretical computer science,Artificial intelligence,1,1998,1
Programming language,World Wide Web,1,1998,1
Programming language,Computer graphics (images),1,1998,1
World Wide Web,Computer graphics (images),1,1998,1
Data science,Information retrieval,1,1998,1
Data science,Data mining,1,1998,1
Information retrieval,Data mining,1,1998,1
Multimedia,Computer graphics (images),1,1998,1
Data mining,Machine learning,1,1998,1
Artificial intelligence,Machine learning,1,1998,1
Computer graphics (images),Information retrieval,1,1998,1
Information retrieval,Human–computer interaction,1,1998,1
Natural language processing,Artificial intelligence,1,1998,1
Natural language processing,Information retrieval,1,1998,1
Artificial intelligence,Information retrieval,1,1998,1
Computational science,Theoretical computer science,1,1998,1
Mathematical optimization,Computer graphics (images),1,1998,1
Mathematical optimization,Algorithm,1,1998,1
Artificial intelligence,Mathematical analysis,1,1998,1
Algorithm,Mathematical analysis,1,1998,1
Anatomy,Computer vision,1,1998,1
Marine engineering,Oceanography,1,1998,1
Computer vision,Artificial intelligence,19,1999,1
Computer vision,Computer graphics (images),16,1999,1
Artificial intelligence,Computer graphics (images),13,1999,1
Data science,Information retrieval,5,1999,1
Data mining,Artificial intelligence,5,1999,1
Computer graphics (images),Human–computer interaction,4,1999,1
Data mining,Information retrieval,4,1999,1
Artificial intelligence,Algorithm,4,1999,1
Data science,Human–computer interaction,4,1999,1
Information retrieval,Human–computer interaction,4,1999,1
World Wide Web,Human–computer interaction,4,1999,1
Data mining,Human–computer interaction,3,1999,1
Data mining,Theoretical computer science,3,1999,1
Theoretical computer science,Information retrieval,3,1999,1
Computer vision,Algorithm,3,1999,1
Data science,World Wide Web,3,1999,1
Computer graphics (images),Computational science,3,1999,1
Theoretical computer science,Computer graphics (images),2,1999,1
Parallel computing,Algorithm,2,1999,1
Computer graphics (images),Algorithm,2,1999,1
Artificial intelligence,Human–computer interaction,2,1999,1
Algorithm,Computer graphics (images),2,1999,1
Parallel computing,Computer graphics (images),2,1999,1
Multimedia,Human–computer interaction,2,1999,1
Data mining,Data science,2,1999,1
Theoretical computer science,Algorithm,2,1999,1
Algorithm,Computational science,2,1999,1
Theoretical computer science,Human–computer interaction,2,1999,1
Artificial intelligence,Information retrieval,2,1999,1
Software engineering,Human–computer interaction,2,1999,1
World Wide Web,Information retrieval,2,1999,1
Data mining,Algorithm,2,1999,1
Theoretical computer science,Computational science,1,1999,1
Algorithm,Combinatorics,1,1999,1
Geometry,Algorithm,1,1999,1
Risk analysis (engineering),Human–computer interaction,1,1999,1
Telecommunications,Computer network,1,1999,1
Parallel computing,Computational science,1,1999,1
Information retrieval,Data mining,1,1999,1
Parallel computing,Computer vision,1,1999,1
Data science,Data mining,1,1999,1
Algorithm,Computer vision,1,1999,1
Computational science,Computer vision,1,1999,1
Data science,Software engineering,1,1999,1
Systems engineering,Human–computer interaction,1,1999,1
Data science,Earth science,1,1999,1
Computer vision,Human–computer interaction,1,1999,1
Medical physics,Simulation,1,1999,1
Biophysics,Cell biology,1,1999,1
Programming language,Theoretical computer science,1,1999,1
Systems engineering,Risk analysis (engineering),1,1999,1
Earth science,Human–computer interaction,1,1999,1
Programming language,Computer graphics (images),1,1999,1
Engineering drawing,Human–computer interaction,1,1999,1
Earth science,Software engineering,1,1999,1
Computational science,Computer graphics (images),1,1999,1
Computer architecture,Parallel computing,1,1999,1
Algorithm,Theoretical computer science,1,1999,1
Pure mathematics,Applied mathematics,1,1999,1
Information retrieval,Computer graphics (images),1,1999,1
Computer graphics (images),Computer vision,1,1999,1
Computer graphics (images),Artificial intelligence,1,1999,1
Computer graphics (images),Information retrieval,1,1999,1
Computer vision,Information retrieval,1,1999,1
Data mining,Software engineering,1,1999,1
Theoretical computer science,Artificial intelligence,1,1999,1
Data mining,Machine learning,1,1999,1
Machine learning,Artificial intelligence,1,1999,1
Machine learning,Algorithm,1,1999,1
Data mining,Computer vision,1,1999,1
Computational science,Algorithm,1,1999,1
Data mining,Computer graphics (images),1,1999,1
Data mining,Computational science,1,1999,1
Data mining,Distributed computing,1,1999,1
Computer graphics (images),Distributed computing,1,1999,1
Computational science,Distributed computing,1,1999,1
Multimedia,Artificial intelligence,1,1999,1
Multimedia,World Wide Web,1,1999,1
Artificial intelligence,World Wide Web,1,1999,1
Algorithm,Mathematical analysis,1,1999,1
Algorithm,Pure mathematics,1,1999,1
Algorithm,Applied mathematics,1,1999,1
Mathematical analysis,Pure mathematics,1,1999,1
Mathematical analysis,Applied mathematics,1,1999,1
Computer hardware,Computer graphics (images),1,1999,1
Computer vision,Artificial intelligence,27,2000,1
Artificial intelligence,Computer graphics (images),20,2000,1
Computer vision,Computer graphics (images),20,2000,1
Theoretical computer science,Algorithm,8,2000,1
Artificial intelligence,Algorithm,7,2000,1
Computer vision,Algorithm,6,2000,1
World Wide Web,Human–computer interaction,5,2000,1
Computer graphics (images),Human–computer interaction,5,2000,1
Computer graphics (images),Algorithm,5,2000,1
Data mining,Artificial intelligence,4,2000,1
Data science,Human–computer interaction,3,2000,1
Multimedia,Human–computer interaction,3,2000,1
Data mining,Theoretical computer science,3,2000,1
Data mining,Information retrieval,3,2000,1
Data science,World Wide Web,3,2000,1
Data science,Information retrieval,3,2000,1
Geometry,Algorithm,2,2000,1
Engineering drawing,Human–computer interaction,2,2000,1
Artificial intelligence,Human–computer interaction,2,2000,1
Data mining,Data science,2,2000,1
Human–computer interaction,Computer graphics (images),2,2000,1
Algorithm,Computational science,2,2000,1
Engineering drawing,Computer graphics (images),2,2000,1
Multimedia,Computer graphics (images),2,2000,1
World Wide Web,Information retrieval,2,2000,1
Human–computer interaction,Artificial intelligence,2,2000,1
Human–computer interaction,Computer vision,2,2000,1
Software engineering,Human–computer interaction,2,2000,1
Theoretical computer science,Computer graphics (images),2,2000,1
Information retrieval,Human–computer interaction,2,2000,1
Multimedia,Computer vision,1,2000,1
Human–computer interaction,Multimedia,1,2000,1
Algorithm,Applied mathematics,1,2000,1
Multimedia,Artificial intelligence,1,2000,1
Theoretical computer science,Applied mathematics,1,2000,1
Database,Information retrieval,1,2000,1
Geometry,Artificial intelligence,1,2000,1
Operating system,Distributed computing,1,2000,1
Geometry,Computer vision,1,2000,1
Control engineering,Simulation,1,2000,1
Classical mechanics,Computer graphics (images),1,2000,1
Computer graphics (images),Biological system,1,2000,1
Computer graphics (images),Computational science,1,2000,1
Data mining,Industrial engineering,1,2000,1
Data science,Industrial engineering,1,2000,1
Data mining,Machine learning,1,2000,1
Artificial intelligence,Machine learning,1,2000,1
Human–computer interaction,Engineering drawing,1,2000,1
Engineering drawing,Computer vision,1,2000,1
Systems engineering,Human–computer interaction,1,2000,1
Algorithm,Artificial intelligence,1,2000,1
Engineering drawing,Systems engineering,1,2000,1
Data mining,Computer vision,1,2000,1
Theoretical computer science,Information retrieval,1,2000,1
Data science,Data mining,1,2000,1
Information retrieval,Data mining,1,2000,1
Software engineering,World Wide Web,1,2000,1
Multimedia,World Wide Web,1,2000,1
Data science,Cartography,1,2000,1
Multimedia,Information retrieval,1,2000,1
Machine learning,Theoretical computer science,1,2000,1
Machine learning,Artificial intelligence,1,2000,1
Machine learning,Algorithm,1,2000,1
Theoretical computer science,Artificial intelligence,1,2000,1
Programming language,World Wide Web,1,2000,1
Computer hardware,Computer graphics (images),1,2000,1
Programming language,Human–computer interaction,1,2000,1
Mathematical optimization,Theoretical computer science,1,2000,1
Mathematical optimization,Algorithm,1,2000,1
Algorithm,Computer vision,1,2000,1
Algorithm,Computer graphics (images),1,2000,1
Computational science,Computer vision,1,2000,1
Computational science,Artificial intelligence,1,2000,1
Computational science,Computer graphics (images),1,2000,1
Computer vision,Human–computer interaction,1,2000,1
Computer hardware,Computer vision,1,2000,1
Computer hardware,Artificial intelligence,1,2000,1
Engineering drawing,Artificial intelligence,1,2000,1
Computer vision,Artificial intelligence,27,2001,1
Artificial intelligence,Computer graphics (images),15,2001,1
Computer vision,Computer graphics (images),14,2001,1
Theoretical computer science,Algorithm,10,2001,1
Artificial intelligence,Algorithm,7,2001,1
Computer graphics (images),Human–computer interaction,6,2001,1
Computer graphics (images),Algorithm,6,2001,1
Computer vision,Algorithm,5,2001,1
Data mining,Computer graphics (images),4,2001,1
Data mining,Theoretical computer science,4,2001,1
Computational science,Algorithm,4,2001,1
Theoretical computer science,Computer graphics (images),4,2001,1
Data mining,Algorithm,4,2001,1
Data mining,Artificial intelligence,4,2001,1
Data science,Human–computer interaction,3,2001,1
Simulation,Human–computer interaction,3,2001,1
Data mining,Information retrieval,3,2001,1
Parallel computing,Computational science,3,2001,1
Computer hardware,Computer graphics (images),3,2001,1
Computational science,Theoretical computer science,2,2001,1
Multimedia,Human–computer interaction,2,2001,1
Data mining,Computer vision,2,2001,1
Embedded system,Computer hardware,2,2001,1
Parallel computing,Computer graphics (images),2,2001,1
Human–computer interaction,Computer graphics (images),2,2001,1
Artificial intelligence,Machine learning,2,2001,1
Computational science,Computer graphics (images),2,2001,1
Parallel computing,Theoretical computer science,2,2001,1
Parallel computing,Algorithm,2,2001,1
Artificial intelligence,Neuroscience,2,2001,1
Computer graphics (images),Computational science,2,2001,1
Mathematical optimization,Algorithm,2,2001,1
Artificial intelligence,Human–computer interaction,2,2001,1
Data mining,Data science,2,2001,1
Theoretical computer science,Information retrieval,2,2001,1
Theoretical computer science,Human–computer interaction,2,2001,1
Data mining,Machine learning,2,2001,1
Computer vision,Human–computer interaction,2,2001,1
Information retrieval,Computer graphics (images),2,2001,1
Engineering drawing,Information retrieval,1,2001,1
Engineering drawing,Programming language,1,2001,1
Engineering drawing,Computer graphics (images),1,2001,1
Information retrieval,Programming language,1,2001,1
Data science,Computer graphics (images),1,2001,1
Data mining,Programming language,1,2001,1
Programming language,Computer graphics (images),1,2001,1
Computer graphics (images),Distributed computing,1,2001,1
Embedded system,Computer graphics (images),1,2001,1
Multimedia,Data science,1,2001,1
Multimedia,Computer graphics (images),1,2001,1
Data mining,Engineering drawing,1,2001,1
Computer vision,Neuroscience,1,2001,1
Simulation,Surgery,1,2001,1
Human–computer interaction,Programming language,1,2001,1
Data mining,Remote sensing,1,2001,1
Nuclear physics,Particle physics,1,2001,1
Computer vision,Radiology,1,2001,1
Artificial intelligence,Radiology,1,2001,1
Archaeology,Human–computer interaction,1,2001,1
Theoretical computer science,Distributed computing,1,2001,1
Human–computer interaction,Aerospace engineering,1,2001,1
Human–computer interaction,Computer vision,1,2001,1
Human–computer interaction,Artificial intelligence,1,2001,1
Aerospace engineering,Computer vision,1,2001,1
Aerospace engineering,Artificial intelligence,1,2001,1
