Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
1991,10.1109/VISUAL.1991.175791,Gray scale diagrams as business charts,1991,1991-10-22,W2146918884,Gray scale diagrams as business charts,https://doi.org/10.5555/949607.949630,https://dblp.uni-trier.de/db/conf/visualization/visualization1991.html#Feeney91,,ieee visualization,IEEE Computer Society Press,proceedings-article,140,147,8.0,7,1,13,1,https://api.openalex.org/works?filter=cites:W2146918884,1
1992,10.1109/VISUAL.1992.235177,The microscopist's workstation,1992,1992-10-19,W2097436991,The microscopist's workstation,https://doi.org/10.5555/949685.949761,http://ieeexplore.ieee.org/document/235177/,,ieee visualization,IEEE Computer Society Press,proceedings-article,419,423,5.0,12,3,11,2,https://api.openalex.org/works?filter=cites:W2097436991,1
1992,10.1109/VISUAL.1992.235181,Visualizing the Universe,2003,2003-01-02,W4252179943,Visualizing the Universe,https://doi.org/10.1109/visual.1992.235181,https://doi.org/10.1109/visual.1992.235181,,Proceedings Visualization '92,,proceedings-article,,,,0,4,3,0,https://api.openalex.org/works?filter=cites:W4252179943,1
1992,10.1109/VISUAL.1992.235195,Network video device control,2003,2003-01-02,W4254568543,Network video device control,https://doi.org/10.1109/visual.1992.235195,https://doi.org/10.1109/visual.1992.235195,,Proceedings Visualization '92,,proceedings-article,,,,0,2,3,0,https://api.openalex.org/works?filter=cites:W4254568543,1
1992,10.1109/VISUAL.1992.235216,An efficient range search algorithm for visualizing extrema of volume data,1992,1992-10-19,W2103118917,An efficient range search algorithm for visualizing extrema of volume data,https://doi.org/10.5555/949685.949712,http://ieeexplore.ieee.org/document/235216/,,ieee visualization,IEEE Computer Society Press,proceedings-article,132,138,7.0,4,2,14,0,https://api.openalex.org/works?filter=cites:W2103118917,1
1993,10.1109/VISUAL.1993.398896,Visualizing results of transient flow simulations,1993,1993-10-25,W2140624418,Visualizing results of transient flow simulations,https://doi.org/10.1109/visual.1993.398896,https://doi.org/10.1109/visual.1993.398896,,ieee visualization,IEEE,proceedings-article,406,409,4.0,7,2,10,2,https://api.openalex.org/works?filter=cites:W2140624418,1
1995,10.1109/VISUAL.1995.480816,A model and a system for data-parallel program visualization,1995,1995-10-29,W2137495585,A model and a system for data-parallel program visualization,https://doi.org/10.5555/832271.833875,http://ieeexplore.ieee.org/document/480816/,,ieee visualization,IEEE Computer Society,proceedings-article,224,231,8.0,12,2,10,2,https://api.openalex.org/works?filter=cites:W2137495585,1
1995,10.1109/VISUAL.1995.485150,Visualization for aerodynamic design of helicopter rotor blades,1995,1995-10-29,W2151238599,Visualization for aerodynamic design of helicopter rotor blades,https://doi.org/10.5555/832271.833841,http://ieeexplore.ieee.org/document/485150/,,ieee visualization,IEEE Computer Society,proceedings-article,351,354,4.0,1,1,14,2,https://api.openalex.org/works?filter=cites:W2151238599,1
1995,10.1109/VISUAL.1995.485169,Interactive 3D visualization of actual anatomy and simulated chemical time-course data for fish,1995,1995-10-29,W2099984686,Interactive 3D visualization of actual anatomy and simulated chemical time-course data for fish,https://doi.org/10.5555/832271.833832,http://ieeexplore.ieee.org/document/485169/,,ieee visualization,IEEE Computer Society,proceedings-article,393,396,4.0,6,3,13,2,https://api.openalex.org/works?filter=cites:W2099984686,1
1996,10.1109/VISUAL.1996.568142,A visualization tool for mechanical design,1992,1992-01-01,W3141399024,A visualization tool for mechanical design,https://doi.org/10.1109/visual.1996.568142,https://doi.org/10.1109/visual.1996.568142,,ieee visualization,,proceedings-article,401,403,3.0,5,6,4,2,https://api.openalex.org/works?filter=cites:W3141399024,1
1996,10.1109/VISUAL.1996.568150,Interactive Exploration and Modeling of Large Data Sets: A Case Study with Venus Light Scattering Data,1996,1996-10-27,W1992002931,Interactive exploration and modeling of large data sets: a case study with Venus light scattering data,https://doi.org/10.5555/244979.245758,http://dblp.uni-trier.de/db/conf/visualization/visualization1996.html#WijkSKS96,,ieee visualization,IEEE Computer Society Press,proceedings-article,433,436,4.0,7,4,10,2,https://api.openalex.org/works?filter=cites:W1992002931,1
1997,10.1109/VISUAL.1997.663856,Auralization of streamline vorticity in computational fluid dynamics data,1997,1997-10-01,W1978774013,Auralization of streamline vorticity in computational fluid dynamics data,https://doi.org/10.5555/266989.267019,https://dblp.uni-trier.de/db/conf/visualization/visualization1997.html#VolpeG97,,ieee visualization,IEEE Computer Society Press,proceedings-article,51,57,7.0,11,2,9,2,https://api.openalex.org/works?filter=cites:W1978774013,1
1997,10.1109/VISUAL.1997.663926,Determination of unknown particle charges in a thunder cloud based upon detected electric field vectors,1997,1997-01-01,W3146496870,Determination of unknown particle charges in a thunder cloud based upon detected electric field vectors,https://doi.org/10.1109/visual.1997.663926,https://doi.org/10.1109/visual.1997.663926,,ieee visualization,,proceedings-article,479,482,4.0,2,4,11,1,https://api.openalex.org/works?filter=cites:W3146496870,1
2000,10.1109/VISUAL.2000.885700,Simplification of surface annotations,2000,2000-10-01,W1964889829,Simplification of surface annotations,https://doi.org/10.5555/375213.375247,https://www.research.ibm.com/people/j/jklosow/ssa_vis00.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,235,242,8.0,13,4,10,1,https://api.openalex.org/works?filter=cites:W1964889829,1
2003,10.1109/VISUAL.2003.1250419,Visualization of steep breaking waves and thin spray sheets around a ship,2003,2003-10-22,W2160982935,Visualization of steep breaking waves and thin spray sheets around a ship,https://doi.org/10.1109/visual.2003.1250419,https://doi.org/10.1109/visual.2003.1250419,,ieee visualization,IEEE Computer Society,proceedings-article,73,73,1.0,17,2,13,2,https://api.openalex.org/works?filter=cites:W2160982935,1
2003,10.1109/VISUAL.2003.1250420,Accelerating large data analysis by exploiting regularities,2003,2003-10-22,W2111170876,Accelerating large data analysis by exploiting regularities,https://doi.org/10.1109/visual.2003.1250420,https://doi.org/10.1109/visual.2003.1250420,,ieee visualization,IEEE Computer Society,proceedings-article,74,,,36,2,11,1,https://api.openalex.org/works?filter=cites:W2111170876,1
2004,10.1109/VISUAL.2004.115,Visualization of salt-induced stress perturbations,2004,2004-10-10,W2534656178,Visualization of Salt-Induced Stress Perturbations,https://doi.org/10.1109/visual.2004.115,https://doi.org/10.1109/visual.2004.115,,ieee visualization,IEEE Computer Society,proceedings-article,369,376,8.0,29,4,7,2,https://api.openalex.org/works?filter=cites:W2534656178,1
2004,10.1109/VISUAL.2004.94,Rough interface reconstruction using the level set method,2004,2004-10-10,W2113267084,Rough Interface Reconstruction Using the Level Set Method,https://doi.org/10.1109/visual.2004.94,https://doi.org/10.1109/visual.2004.94,,ieee visualization,IEEE,proceedings-article,251,258,8.0,25,3,9,2,https://api.openalex.org/works?filter=cites:W2113267084,1
2005,10.1109/VISUAL.2005.1532791,The visible radio: process visualization of a software-defined radio,2005,2005-11-21,W2145636793,The visible radio: process visualization of a software-defined radio,https://doi.org/10.1109/vis.2005.103,https://doi.org/10.1109/vis.2005.103,,ieee visualization,IEEE,proceedings-article,159,165,7.0,8,5,16,2,https://api.openalex.org/works?filter=cites:W2145636793,1
2010,10.1109/TVCG.2010.221,Volumetric Modeling in Laser BPH Therapy Simulation,2010,2010-11-01,W2158438371,Volumetric Modeling in Laser BPH Therapy Simulation,https://doi.org/10.1109/tvcg.2010.221,https://doi.org/10.1109/tvcg.2010.221,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1405,1412,8.0,30,4,10,4,https://api.openalex.org/works?filter=cites:W2158438371,1
2011,10.1109/VAST.2011.6102459,A visual navigation system for querying neural stem cell imaging data,2011,2011-12-15,W1964555341,A visual navigation system for querying neural stem cell imaging data,https://doi.org/10.1109/vast.2011.6102459,https://doi.org/10.1109/vast.2011.6102459,,visual analytics science and technology,IEEE,proceedings-article,211,220,10.0,18,4,8,1,https://api.openalex.org/works?filter=cites:W1964555341,1
2012,10.1109/TVCG.2012.239,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,2012,2012-12-01,W2089547033,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,https://doi.org/10.1109/tvcg.2012.239,https://doi.org/10.1109/tvcg.2012.239,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2208,2215,8.0,17,8,14,2,https://api.openalex.org/works?filter=cites:W2089547033,1
2012,10.1109/TVCG.2012.283,Visualization of Flow Behavior in Earth Mantle Convection,2012,2012-12-01,W2067848584,Visualization of Flow Behavior in Earth Mantle Convection,https://doi.org/10.1109/tvcg.2012.283,https://doi.org/10.1109/tvcg.2012.283,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2198,2207,10.0,25,6,12,3,https://api.openalex.org/works?filter=cites:W2067848584,1
2014,10.1109/TVCG.2014.2352952,Visualization of Regular Maps: The Chase Continues,2014,2014-12-01,W2150652604,Visualization of Regular Maps: The Chase Continues,https://doi.org/10.1109/tvcg.2014.2352952,https://doi.org/10.1109/tvcg.2014.2352952,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2614,2623,10.0,17,1,6,3,https://api.openalex.org/works?filter=cites:W2150652604,1
2014,10.1109/VAST.2014.7042479,A System for Visual Analysis of Radio Signal Data,2014,2014-10-01,W2005542222,A system for visual analysis of radio signal data,https://doi.org/10.1109/vast.2014.7042479,https://doi.org/10.1109/vast.2014.7042479,,visual analytics science and technology,IEEE,proceedings-article,33,42,10.0,27,3,6,2,https://api.openalex.org/works?filter=cites:W2005542222,1
2015,10.1109/SciVis.2015.7429488,A Visual Voting Framework for Weather Forecast Calibration,2015,2015-10-25,W2293337239,A visual voting framework for weather forecast calibration,https://doi.org/10.1109/scivis.2015.7429488,https://doi.org/10.1109/scivis.2015.7429488,,2015 IEEE Scientific Visualization Conference (SciVis),IEEE,proceedings-article,25,32,8.0,29,8,14,6,https://api.openalex.org/works?filter=cites:W2293337239,1
2015,10.1109/VAST.2015.7347627,Collaborative visual analysis with RCloud,2015,2015-10-01,W2181825148,Collaborative visual analysis with RCloud,https://doi.org/10.1109/vast.2015.7347627,https://doi.org/10.1109/vast.2015.7347627,,visual analytics science and technology,Institute of Electrical and Electronics Engineers Inc.,proceedings-article,25,32,8.0,28,4,11,5,https://api.openalex.org/works?filter=cites:W2181825148,1
2015,10.1109/VAST.2015.7347633,FPSSeer: Visual analysis of game frame rate data,2015,2015-10-01,W2183651863,FPSSeer: Visual analysis of game frame rate data,https://doi.org/10.1109/vast.2015.7347633,https://doi.org/10.1109/vast.2015.7347633,,visual analytics science and technology,IEEE,proceedings-article,73,80,8.0,22,3,7,3,https://api.openalex.org/works?filter=cites:W2183651863,1
2016,10.1109/TVCG.2016.2598602,Comparing Cross-Sections and 3D Renderings for Surface Matching Tasks Using Physical Ground Truths,2017,2017-01-01,W2509771627,Comparing Cross-Sections and 3D Renderings for Surface Matching Tasks Using Physical Ground Truths,https://doi.org/10.1109/tvcg.2016.2598602,https://doi.org/10.1109/tvcg.2016.2598602,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,781,790,10.0,44,2,13,2,https://api.openalex.org/works?filter=cites:W2509771627,1
2016,10.1109/TVCG.2016.2599211,Vol²velle: Printable Interactive Volume Visualization,2017,2017-01-01,W2509765316,Vol 2 velle: Printable Interactive Volume Visualization,https://doi.org/10.1109/tvcg.2016.2599211,https://doi.org/10.1109/tvcg.2016.2599211,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,861,870,10.0,40,2,11,10,https://api.openalex.org/works?filter=cites:W2509765316,1
2016,10.1109/VAST.2016.7883508,C2A: Crowd consensus analytics for virtual colonoscopy,2018,2018-10-21,W2597908760,C2A: Crowd Consensus Analytics for Virtual Colonoscopy,https://doi.org/10.1109/vast.2016.7883508,https://doi.org/10.1109/vast.2016.7883508,https://openalex.org/V2597175965,arXiv: Computer Vision and Pattern Recognition,,proceedings-article,,,,27,4,10,2,https://api.openalex.org/works?filter=cites:W2597908760,1
2017,10.1109/TVCG.2017.2743918,Assessing the Graphical Perception of Time and Speed on 2D+Time Trajectories,2018,2018-01-01,W2750749591,Assessing the Graphical Perception of Time and Speed on 2D+Time Trajectories,https://doi.org/10.1109/tvcg.2017.2743918,https://doi.org/10.1109/tvcg.2017.2743918,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,698,708,11.0,73,4,13,7,https://api.openalex.org/works?filter=cites:W2750749591,1
2017,10.1109/TVCG.2017.2744038,Interactive Design and Visualization of Branched Covering Spaces,2018,2018-01-01,W2750925845,Interactive Design and Visualization of Branched Covering Spaces,https://doi.org/10.1109/tvcg.2017.2744038,https://doi.org/10.1109/tvcg.2017.2744038,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,843,852,10.0,26,5,13,6,https://api.openalex.org/works?filter=cites:W2750925845,1
2017,10.1109/TVCG.2017.2745180,Beyond Tasks: An Activity Typology for Visual Analytics,2018,2018-01-01,W2750871462,Beyond Tasks: An Activity Typology for Visual Analytics,https://doi.org/10.1109/tvcg.2017.2745180,https://doi.org/10.1109/tvcg.2017.2745180,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,267,277,11.0,69,4,15,5,https://api.openalex.org/works?filter=cites:W2750871462,1
2017,10.1109/VAST.2017.8585505,Interactive Visual Alignment of Medieval Text Versions,2017,2017-10-01,W2906105753,Interactive Visual Alignment of Medieval Text Versions,https://doi.org/10.1109/vast.2017.8585505,https://doi.org/10.1109/vast.2017.8585505,,visual analytics science and technology,Institute of Electrical and Electronics Engineers Inc.,proceedings-article,127,138,12.0,50,2,12,10,https://api.openalex.org/works?filter=cites:W2906105753,1
