Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
2016,10.1109/TVCG.2016.2598444,Visual Analysis of MOOC Forums with iForum,2017,2017-01-01,W2506550404,Visual Analysis of MOOC Forums with iForum,https://doi.org/10.1109/tvcg.2016.2598444,https://doi.org/10.1109/tvcg.2016.2598444,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,201,210,10.0,32,4,14,45,https://api.openalex.org/works?filter=cites:W2506550404,1
2017,10.1109/TVCG.2017.2745141,Visual Exploration of Semantic Relationships in Neural Word Embeddings,2018,2018-01-01,W2751627669,Visual Exploration of Semantic Relationships in Neural Word Embeddings,https://doi.org/10.1109/tvcg.2017.2745141,https://doi.org/10.1109/tvcg.2017.2745141,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,553,562,10.0,45,7,11,59,https://api.openalex.org/works?filter=cites:W2751627669,1
2017,10.1109/TVCG.2017.2745181,Bring It to the Pitch: Combining Video and Movement Data to Enhance Team Sport Analysis,2018,2018-01-01,W2753693229,Bring It to the Pitch: Combining Video and Movement Data to Enhance Team Sport Analysis,https://doi.org/10.1109/tvcg.2017.2745181,https://doi.org/10.1109/tvcg.2017.2745181,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,13,22,10.0,42,10,12,67,https://api.openalex.org/works?filter=cites:W2753693229,1
1990,10.1109/VISUAL.1990.146363,Techniques for the interactive visualization of volumetric data,1990,1990-10-23,W2015875526,Techniques for the interactive visualization of volumetric data,https://doi.org/10.5555/949531.949538,https://doi.org/10.1109/VISUAL.1990.146363,,ieee visualization,IEEE Computer Society Press,proceedings-article,45,50,6.0,31,2,11,19,https://api.openalex.org/works?filter=cites:W2015875526,1
1990,10.1109/VISUAL.1990.146379,Hierarchical triangulation using terrain features,1990,1990-10-23,W2164238335,Hierarchical triangulation using terrain features,https://doi.org/10.5555/949531.949559,https://doi.org/10.1109/VISUAL.1990.146379,,ieee visualization,IEEE Computer Society Press,proceedings-article,168,175,8.0,15,2,15,20,https://api.openalex.org/works?filter=cites:W2164238335,1
1991,10.1109/VISUAL.1991.175837,Visualization in computational fluid dynamics: a case study,1991,1991-10-22,W2127453131,Visualization in computational fluid dynamics: a case study,https://doi.org/10.5555/949607.949676,https://doi.org/10.1109/VISUAL.1991.175837,,ieee visualization,IEEE Computer Society Press,proceedings-article,392,397,6.0,8,2,10,20,https://api.openalex.org/works?filter=cites:W2127453131,1
1993,10.1109/VISUAL.1993.398879,Data shaders,1993,1993-10-25,W2294748468,Data shaders,https://doi.org/10.5555/949845.949896,https://dl.acm.org/doi/10.5555/949845.949896,,ieee visualization,,proceedings-article,275,,,21,2,12,14,https://api.openalex.org/works?filter=cites:W2294748468,1
1993,10.1109/VISUAL.1993.398880,Spray rendering: Visualization using smart particles,1993,1993-10-25,W2127831599,Spray rendering: Visualization using smart particles,https://doi.org/10.5555/949845.949897,http://portal.acm.org/citation.cfm?id=949897,,ieee visualization,IEEE Computer Society,proceedings-article,283,290,8.0,16,2,9,19,https://api.openalex.org/works?filter=cites:W2127831599,1
1994,10.1109/VISUAL.1994.346306,Nonpolygonal isosurface rendering for large volume datasets,1994,1994-10-17,W2143863458,Nonpolygonal isosurface rendering for large volume datasets,https://doi.org/10.5555/951087.951141,https://dblp.uni-trier.de/db/conf/visualization/visualization1994.html#DurkinH94,,ieee visualization,IEEE Computer Society Press,proceedings-article,293,300,8.0,11,2,11,6,https://api.openalex.org/works?filter=cites:W2143863458,1
1996,10.1109/VISUAL.1996.567804,History consideration in reconstructing polyhedral surfaces from parallel slices,1996,1996-10-27,W2103061687,History consideration in reconstructing polyhedral surfaces from parallel slices,https://doi.org/10.5555/244979.245044,http://dblp.uni-trier.de/db/conf/visualization/visualization1996.html#BarequetST96,,ieee visualization,IEEE Computer Society Press,proceedings-article,149,156,8.0,35,3,9,17,https://api.openalex.org/works?filter=cites:W2103061687,1
1996,10.1109/VISUAL.1996.568122,Triangular NURBS surface modeling of scattered data,1996,1996-10-27,W2070648725,Triangular NURBS surface modeling of scattered data,https://doi.org/10.5555/244979.245618,http://dblp.uni-trier.de/db/conf/visualization/visualization1996.html#HanM96,,ieee visualization,IEEE Computer Society Press,proceedings-article,295,302,8.0,27,2,13,18,https://api.openalex.org/works?filter=cites:W2070648725,1
1997,10.1109/INFVIS.1997.636787,Managing multiple focal levels in Table Lens,1997,1997-10-18,W1571662292,Managing multiple focal levels in Table Lens,https://doi.org/10.1109/infvis.1997.636787,https://doi.org/10.1109/infvis.1997.636787,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,59,63,5.0,5,2,12,17,https://api.openalex.org/works?filter=cites:W1571662292,1
1998,10.1109/VISUAL.1998.745307,A distributed blackboard architecture for interactive data visualization,1998,1998-10-18,W2058242058,A distributed blackboard architecture for interactive data visualization,https://doi.org/10.5555/288216.288265,http://www.physics.drexel.edu/~basin_list/att-0133/visualization_blackboard_-Van_liere.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,225,231,7.0,16,3,11,19,https://api.openalex.org/works?filter=cites:W2058242058,1
1998,10.1109/VISUAL.1998.745324,Comparing LIC and spot noise,1998,1998-10-18,W2158822401,Comparing LIC and spot noise,https://doi.org/10.5555/288216.288313,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#LeeuwL98,,ieee visualization,IEEE Computer Society Press,proceedings-article,359,365,7.0,18,2,12,18,https://api.openalex.org/works?filter=cites:W2158822401,1
1999,10.1109/VISUAL.1999.809903,Spiraling Edge: fast surface reconstruction from partially organized sample points,1999,1999-01-01,W3150709343,Spiraling Edge: fast surface reconstruction from partially organized sample points,https://doi.org/10.1109/visual.1999.809903,https://doi.org/10.1109/visual.1999.809903,,ieee visualization,,proceedings-article,317,538,222.0,6,2,5,20,https://api.openalex.org/works?filter=cites:W3150709343,1
2000,10.1109/VISUAL.2000.885706,Scanline surfacing: building separating surfaces from planar contours,2000,2000-10-01,W2094190691,Scanline surfacing: building separating surfaces from planar contours,https://doi.org/10.5555/375213.375256,https://www.sci.utah.edu/publications/dmw00/vis00.dmw.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,283,289,7.0,27,1,12,18,https://api.openalex.org/works?filter=cites:W2094190691,1
2001,10.1109/VISUAL.2001.964512,Hardware-software-balanced resampling for the interactive visualization of unstructured grids,2001,2001-10-21,W2533408896,Hardware-software-balanced resampling for the interactive visualization of unstructured grids,https://doi.org/10.5555/601671.601702,http://www.vis.uni-stuttgart.de/uploads/tx_vispublications/vis01-weiler.pdf,,ieee visualization,IEEE Computer Society,proceedings-article,199,206,8.0,15,2,13,18,https://api.openalex.org/works?filter=cites:W2533408896,1
2001,10.1109/VISUAL.2001.964524,Fast extraction of adaptive multiresolution meshes with guaranteed properties from volumetric data,2001,2001-01-01,W3143780549,Fast extraction of adaptive multiresolution meshes with guaranteed properties from volumetric data,https://doi.org/10.1109/visual.2001.964524,https://doi.org/10.1109/visual.2001.964524,,ieee visualization,,proceedings-article,295,565,271.0,17,4,6,18,https://api.openalex.org/works?filter=cites:W3143780549,1
2001,10.1109/VISUAL.2001.964549,"Case study: reconstruction, visualization and quantification of neuronal fiber pathways",2001,2001-10-21,W2086643376,"Case study: reconstruction, visualization and quantification of neuronal fiber pathways",https://doi.org/10.5555/601671.601748,https://doi.org/10.1109/VISUAL.2001.964549,,ieee visualization,IEEE Computer Society,proceedings-article,453,456,4.0,10,3,11,20,https://api.openalex.org/works?filter=cites:W2086643376,1
2002,10.1109/VISUAL.2002.1183773,Level set segmentation from multiple non-uniform volume datasets,2002,2002-10-27,W1968060869,Level set segmentation from multiple non-uniform volume datasets,https://doi.org/10.5555/602099.602126,https://www.cs.drexel.edu/~david/Papers/kmu_viz02.pdf,,ieee visualization,IEEE,proceedings-article,179,186,8.0,26,4,12,17,https://api.openalex.org/works?filter=cites:W1968060869,1
2002,10.1109/VISUAL.2002.1183807,BLIC: Bi-Level Isosurface Compression,2002,2002-10-27,W2129671512,BLIC: Bi-Level Isosurface Compression,https://doi.org/10.5555/602099.602170,http://mesh.brown.edu/taubin/pdfs/Taubin-vis02.pdf,,ieee visualization,IEEE Computer Society,proceedings-article,451,458,8.0,38,1,12,18,https://api.openalex.org/works?filter=cites:W2129671512,1
2003,10.1109/INFVIS.2003.1249012,Improving Hybrid MDS with Pivot-Based Searching,2003,2003-10-19,W1618986003,Improving hybrid MDS with pivot-based searching,https://doi.org/10.1109/infvis.2003.1249012,https://doi.org/10.1109/infvis.2003.1249012,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,85,90,6.0,34,2,11,20,https://api.openalex.org/works?filter=cites:W1618986003,1
2003,10.1109/INFVIS.2003.1249027,FundExplorer: supporting the diversification of mutual fund portfolios using context treemaps,2003,2003-10-19,W2157524260,FundExplorer: supporting the diversification of mutual fund portfolios using context treemaps,https://doi.org/10.1109/infvis.2003.1249027,https://doi.org/10.1109/infvis.2003.1249027,,ieee symposium on information visualization,IEEE,proceedings-article,203,208,6.0,9,4,8,23,https://api.openalex.org/works?filter=cites:W2157524260,1
2004,10.1109/VISUAL.2004.5,"Anisotropic volume rendering for extremely dense, thin line data",2004,2004-10-10,W2536708871,"Anisotropic Volume Rendering for Extremely Dense, Thin Line Data",https://doi.org/10.1109/visual.2004.5,https://doi.org/10.1109/visual.2004.5,,ieee visualization,IEEE,proceedings-article,107,114,8.0,20,2,11,21,https://api.openalex.org/works?filter=cites:W2536708871,1
2004,10.1109/VISUAL.2004.70,"Methods for efficient, high quality volume resampling in the frequency domain",2004,2004-10-10,W2123644628,"Methods for Efficient, High Quality Volume Resampling in the Frequency Domain",https://doi.org/10.1109/visual.2004.70,https://doi.org/10.1109/visual.2004.70,,ieee visualization,IEEE,proceedings-article,3,10,8.0,29,3,12,17,https://api.openalex.org/works?filter=cites:W2123644628,1
2005,10.1109/VISUAL.2005.1532852,Particle and texture based spatiotemporal visualization of time-dependent vector fields,2005,2005-11-21,W2161014167,Particle and texture based spatiotemporal visualization of time-dependent vector fields,https://doi.org/10.1109/vis.2005.75,https://doi.org/10.1109/vis.2005.75,,ieee visualization,IEEE,proceedings-article,639,646,8.0,30,4,8,22,https://api.openalex.org/works?filter=cites:W2161014167,1
2005,10.1109/VISUAL.2005.1532855,Illustrative display of hidden iso-surface structures,2005,2005-11-21,W2158733641,Illustrative display of hidden iso-surface structures,https://doi.org/10.1109/vis.2005.55,https://doi.org/10.1109/vis.2005.55,,ieee visualization,IEEE,proceedings-article,663,670,8.0,33,3,13,18,https://api.openalex.org/works?filter=cites:W2158733641,1
2008,10.1109/VAST.2008.4677359,Visual evaluation of text features for document summarization and analysis,2008,2008-11-18,W2055583132,Visual evaluation of text features for document summarization and analysis,https://doi.org/10.1109/vast.2008.4677359,https://doi.org/10.1109/vast.2008.4677359,,visual analytics science and technology,IEEE,proceedings-article,75,82,8.0,22,4,7,21,https://api.openalex.org/works?filter=cites:W2055583132,1
2008,10.1109/VAST.2008.4677360,Evaluating the relationship between user interaction and financial visual analysis,2008,2008-11-18,W2082471240,Evaluating the relationship between user interaction and financial visual analysis,https://doi.org/10.1109/vast.2008.4677360,https://doi.org/10.1109/vast.2008.4677360,,visual analytics science and technology,IEEE,proceedings-article,83,90,8.0,12,6,7,23,https://api.openalex.org/works?filter=cites:W2082471240,1
2008,10.1109/TVCG.2008.108,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,2008,2008-11-01,W2097057472,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,https://doi.org/10.1109/tvcg.2008.108,https://doi.org/10.1109/tvcg.2008.108,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1723,1730,8.0,25,2,12,20,https://api.openalex.org/works?filter=cites:W2097057472,1
2009,10.1109/TVCG.2009.130,Constructing Overview + Detail Dendrogram-Matrix Views,2009,2009-11-01,W2102389916,Constructing Overview + Detail Dendrogram-Matrix Views,https://doi.org/10.1109/tvcg.2009.130,https://doi.org/10.1109/tvcg.2009.130,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,889,896,8.0,27,3,10,21,https://api.openalex.org/works?filter=cites:W2102389916,1
2009,10.1109/TVCG.2009.196,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,2009,2009-11-01,W2099306854,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,https://doi.org/10.1109/tvcg.2009.196,https://doi.org/10.1109/tvcg.2009.196,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1129,1136,8.0,24,3,12,21,https://api.openalex.org/works?filter=cites:W2099306854,1
2009,10.1109/VAST.2009.5333911,SpRay: A visual analytics approach for gene expression data,2009,2009-11-13,W2073270119,SpRay: A visual analytics approach for gene expression data,https://doi.org/10.1109/vast.2009.5333911,https://doi.org/10.1109/vast.2009.5333911,,visual analytics science and technology,IEEE,proceedings-article,179,186,8.0,28,4,11,22,https://api.openalex.org/works?filter=cites:W2073270119,1
